category,test,engine,N,sample,energy_uj,time_s,mem_kb
math-floor,baseline,jsc,262144,9,702146,0.0354527,48876
math-floor,baseline,jsc,262144,10,695921,0.0355914,48876
math-floor,baseline,jsc,524288,1,689878,0.0360067,48748
math-floor,baseline,jsc,524288,2,688231,0.0359419,48844
math-floor,baseline,jsc,524288,3,690001,0.0358584,48748
math-floor,baseline,jsc,524288,4,687437,0.0360553,48716
math-floor,baseline,jsc,524288,5,687316,0.0359708,48520
math-floor,baseline,jsc,524288,6,697203,0.0362947,48716
math-floor,baseline,jsc,524288,7,686277,0.0359852,48844
math-floor,baseline,jsc,524288,8,697447,0.0362765,48716
math-floor,baseline,jsc,524288,9,690245,0.0361408,48844
math-floor,baseline,jsc,524288,10,687864,0.0360207,48620
math-floor,baseline,jsc,1048576,1,704649,0.0366303,48716
math-floor,baseline,jsc,1048576,2,713926,0.0365862,48872
math-floor,baseline,jsc,1048576,3,714720,0.0367447,48876
math-floor,baseline,jsc,1048576,4,720457,0.0367053,48716
math-floor,baseline,jsc,1048576,5,716734,0.0364511,48748
math-floor,baseline,jsc,1048576,6,716001,0.0368079,48624
math-floor,baseline,jsc,1048576,7,724852,0.0366991,48840
math-floor,baseline,jsc,1048576,8,718626,0.0366518,48840
math-floor,baseline,jsc,1048576,9,690977,0.0366787,48716
math-floor,baseline,jsc,1048576,10,700804,0.036567,48876
math-floor,baseline,jsc,2097152,1,726744,0.0377812,48844
math-floor,baseline,jsc,2097152,2,731443,0.0379154,48712
math-floor,baseline,jsc,2097152,3,737852,0.0379133,48748
math-floor,baseline,jsc,2097152,4,720274,0.0376128,48748
math-floor,baseline,jsc,2097152,5,717161,0.0378432,48748
math-floor,baseline,jsc,2097152,6,722227,0.0377382,48844
math-floor,baseline,jsc,2097152,7,734739,0.0379456,48844
math-floor,baseline,jsc,2097152,8,727110,0.037954,48748
math-floor,baseline,jsc,2097152,9,728147,0.0378358,48716
math-floor,baseline,jsc,2097152,10,730833,0.0379185,48648
math-floor,baseline,jsc,4194304,1,786009,0.0405025,48748
math-floor,baseline,jsc,4194304,2,789549,0.0404705,48716
math-floor,baseline,jsc,4194304,3,760984,0.0402875,48748
math-floor,baseline,jsc,4194304,4,765806,0.0405581,48712
math-floor,baseline,jsc,4194304,5,758543,0.040524,48872
math-floor,baseline,jsc,4194304,6,777037,0.0406484,48844
math-floor,baseline,jsc,4194304,7,761961,0.0406054,48844
math-floor,baseline,jsc,4194304,8,767576,0.0405036,48716
math-floor,baseline,jsc,4194304,9,791624,0.0403942,48748
math-floor,baseline,jsc,4194304,10,791135,0.0404534,48748
math-floor,baseline,jsc,8388608,1,870664,0.045685,48748
math-floor,baseline,jsc,8388608,2,866331,0.0457969,48624
math-floor,baseline,jsc,8388608,3,853025,0.0459062,48712
math-floor,baseline,jsc,8388608,4,883054,0.0458509,48876
math-floor,baseline,jsc,8388608,5,872618,0.0457989,48716
math-floor,baseline,jsc,8388608,6,880247,0.0461007,48648
math-floor,baseline,jsc,8388608,7,869932,0.0458232,48876
math-floor,baseline,jsc,8388608,8,887876,0.0458852,48624
math-floor,baseline,jsc,8388608,9,871031,0.0458552,48744
math-floor,baseline,jsc,8388608,10,868833,0.0460303,48748
math-floor,baseline,jsc,16777216,1,1062863,0.056288,48876
math-floor,baseline,jsc,16777216,2,1050901,0.0564987,48744
math-floor,baseline,jsc,16777216,3,1049985,0.0562947,48712
math-floor,baseline,jsc,16777216,4,1072568,0.0563935,48876
math-floor,baseline,jsc,16777216,5,1070859,0.0565617,48712
math-floor,baseline,jsc,16777216,6,1067136,0.0565466,48844
math-floor,baseline,jsc,16777216,7,1072507,0.0566364,48748
math-floor,baseline,jsc,16777216,8,1046446,0.056554,48844
math-floor,baseline,jsc,16777216,9,1045407,0.0563543,48704
math-floor,baseline,jsc,16777216,10,1043821,0.0564047,48624
math-floor,baseline,jsc,33554432,1,2497980,0.137349,49256
math-floor,baseline,jsc,33554432,2,2518854,0.137043,49224
math-floor,baseline,jsc,33554432,3,2498163,0.136903,49352
math-floor,baseline,jsc,33554432,4,2484857,0.137349,49256
math-floor,baseline,jsc,33554432,5,2506586,0.137179,49352
math-floor,baseline,jsc,33554432,6,2515801,0.137441,49100
math-floor,baseline,jsc,33554432,7,2500177,0.137197,49220
math-floor,baseline,jsc,33554432,8,2519464,0.137198,49352
math-floor,baseline,jsc,33554432,9,2542474,0.137249,49004
math-floor,baseline,jsc,33554432,10,2566156,0.140397,49180
math-floor,baseline,jsc,67108864,1,3653128,0.202441,49252
math-floor,baseline,jsc,67108864,2,3577811,0.202596,49356
math-floor,baseline,jsc,67108864,3,3656424,0.20289,49352
math-floor,baseline,jsc,67108864,4,3635794,0.202613,49256
math-floor,baseline,jsc,67108864,5,3666738,0.202841,49100
math-floor,baseline,jsc,67108864,6,3647146,0.202691,49256
math-floor,baseline,jsc,67108864,7,3584097,0.202669,49224
math-floor,baseline,jsc,67108864,8,3607229,0.202386,49224
math-floor,baseline,jsc,67108864,9,3629935,0.202676,48900
math-floor,baseline,jsc,67108864,10,3605399,0.202529,49252
math-floor,baseline,jsc,134217728,1,5779649,0.333284,49352
math-floor,baseline,jsc,134217728,2,5818467,0.333456,49028
math-floor,baseline,jsc,134217728,3,5807664,0.333441,49128
math-floor,baseline,jsc,134217728,4,5786789,0.33301,49124
math-floor,baseline,jsc,134217728,5,5785996,0.332918,49352
math-floor,baseline,jsc,134217728,6,5809190,0.333831,49000
math-floor,baseline,jsc,134217728,7,5820542,0.333689,49348
math-floor,baseline,jsc,134217728,8,5809250,0.333434,49124
math-floor,baseline,jsc,134217728,9,5780441,0.333532,49352
math-floor,baseline,jsc,134217728,10,5920761,0.332951,49128
math-floor,baseline,jsc,268435456,1,10318760,0.594777,49224
math-floor,baseline,jsc,268435456,2,10156835,0.595465,49128
math-floor,baseline,jsc,268435456,3,10190098,0.594546,49128
math-floor,baseline,jsc,268435456,4,10370029,0.595477,49124
math-floor,baseline,jsc,268435456,5,10233067,0.594871,49128
math-floor,baseline,jsc,268435456,6,10187535,0.5954,49224
math-floor,baseline,jsc,268435456,7,10195408,0.595548,49128
math-floor,baseline,jsc,268435456,8,10436253,0.59494,48880
math-floor,baseline,jsc,268435456,9,10184972,0.594338,49044
math-floor,baseline,jsc,268435456,10,10184361,0.595799,49352
math-floor,baseline,jsc,536870912,1,19451550,1.1189,49128
math-floor,baseline,jsc,536870912,2,19024548,1.11746,49128
math-floor,baseline,jsc,536870912,3,19631480,1.11738,49124
math-floor,baseline,jsc,536870912,4,18943433,1.11851,49256
math-floor,baseline,jsc,536870912,5,19390575,1.11774,49256
math-floor,baseline,jsc,536870912,6,19611828,1.11743,49128
math-floor,baseline,jsc,536870912,7,18946057,1.11774,49256
math-floor,baseline,jsc,536870912,8,19750072,1.11779,49224
math-floor,baseline,jsc,536870912,9,18960827,1.11795,49156
math-floor,baseline,jsc,536870912,10,19471935,1.11739,49256
math-floor,baseline,jsc,1073741824,1,37976465,2.16634,49000
math-floor,baseline,jsc,1073741824,2,37792078,2.16344,49256
math-floor,baseline,jsc,1073741824,3,37080593,2.16297,49124
math-floor,baseline,jsc,1073741824,4,36526396,2.16401,49224
math-floor,baseline,jsc,1073741824,5,36955960,2.16621,49352
math-floor,baseline,jsc,1073741824,6,37238247,2.16341,49352
math-floor,baseline,jsc,1073741824,7,37231411,2.16378,49256
math-floor,baseline,jsc,1073741824,8,38227502,2.16302,49256
math-floor,baseline,jsc,1073741824,9,36505704,2.16282,49052
math-floor,baseline,jsc,1073741824,10,37780665,2.16319,48964
math-floor,baseline,jsc,2147483648,1,152456275,8.60156,48500
math-floor,baseline,jsc,2147483648,2,147919360,8.67912,48600
math-floor,baseline,jsc,2147483648,3,149294661,8.60308,48856
math-floor,baseline,jsc,2147483648,4,152753271,8.62323,48688
math-floor,baseline,jsc,2147483648,5,150575481,8.60193,48824
math-floor,baseline,jsc,2147483648,6,149401473,8.60362,48728
math-floor,baseline,jsc,2147483648,7,151945412,8.60483,48728
math-floor,baseline,jsc,2147483648,8,152782690,8.61949,48856
math-floor,baseline,jsc,2147483648,9,152266639,8.6326,48500
math-floor,baseline,jsc,2147483648,10,150244183,8.60451,48856
math-floor,bitwise-or,jsc,1024,1,525145,0.0272596,39532
math-floor,bitwise-or,jsc,1024,2,509459,0.0271383,39368
math-floor,bitwise-or,jsc,1024,3,493835,0.0270162,39500
math-floor,bitwise-or,jsc,1024,4,506896,0.0269921,39368
math-floor,bitwise-or,jsc,1024,5,512328,0.0272783,39244
math-floor,bitwise-or,jsc,1024,6,511900,0.0270528,39404
math-floor,bitwise-or,jsc,1024,7,508238,0.0271291,39404
math-floor,bitwise-or,jsc,1024,8,494750,0.0268611,39276
math-floor,bitwise-or,jsc,1024,9,508971,0.0269844,39068
math-floor,bitwise-or,jsc,1024,10,513122,0.0270871,39276
math-floor,bitwise-or,jsc,2048,1,522887,0.0275617,39788
math-floor,bitwise-or,jsc,2048,2,524962,0.0276227,39884
math-floor,bitwise-or,jsc,2048,3,507628,0.0274176,39756
math-floor,bitwise-or,jsc,2048,4,512755,0.0272916,39916
math-floor,bitwise-or,jsc,2048,5,528563,0.0272868,39916
math-floor,bitwise-or,jsc,2048,6,528685,0.0274939,39884
math-floor,bitwise-or,jsc,2048,7,522826,0.0275738,39912
math-floor,bitwise-or,jsc,2048,8,509032,0.0274468,39756
math-floor,bitwise-or,jsc,2048,9,500670,0.0273859,39916
math-floor,bitwise-or,jsc,2048,10,505736,0.0272517,39816
math-floor,bitwise-or,jsc,4096,1,505614,0.027925,39916
math-floor,bitwise-or,jsc,4096,2,517821,0.0277914,39884
math-floor,bitwise-or,jsc,4096,3,533507,0.0278607,39924
math-floor,bitwise-or,jsc,4096,4,526182,0.0279304,39784
math-floor,bitwise-or,jsc,4096,5,531920,0.0277568,39884
math-floor,bitwise-or,jsc,4096,6,506835,0.0276554,39916
math-floor,bitwise-or,jsc,4096,7,503477,0.0278042,39880
math-floor,bitwise-or,jsc,4096,8,504637,0.0276882,39840
math-floor,bitwise-or,jsc,4096,9,506773,0.0275395,39768
math-floor,bitwise-or,jsc,4096,10,510192,0.0276319,40040
math-floor,bitwise-or,jsc,8192,1,549987,0.028802,39916
math-floor,bitwise-or,jsc,8192,2,540221,0.0284595,39912
math-floor,bitwise-or,jsc,8192,3,534606,0.0284756,39916
math-floor,bitwise-or,jsc,8192,4,526304,0.0286551,40012
math-floor,bitwise-or,jsc,8192,5,531310,0.0285942,40044
math-floor,bitwise-or,jsc,8192,6,529174,0.0285998,39884
math-floor,bitwise-or,jsc,8192,7,531859,0.0285507,40012
math-floor,bitwise-or,jsc,8192,8,532042,0.0289009,40008
math-floor,bitwise-or,jsc,8192,9,527342,0.02866,40044
math-floor,bitwise-or,jsc,8192,10,525450,0.0286815,40012
math-floor,bitwise-or,jsc,16384,1,595580,0.0304261,44008
math-floor,bitwise-or,jsc,16384,2,575804,0.0304842,44140
math-floor,bitwise-or,jsc,16384,3,573485,0.0306778,44140
math-floor,bitwise-or,jsc,16384,4,580382,0.0304742,44092
math-floor,bitwise-or,jsc,16384,5,582396,0.0305388,43980
math-floor,bitwise-or,jsc,16384,6,568419,0.0307054,44108
math-floor,bitwise-or,jsc,16384,7,574889,0.0301888,44012
math-floor,bitwise-or,jsc,16384,8,590208,0.0305021,44140
math-floor,bitwise-or,jsc,16384,9,573973,0.0304033,44008
math-floor,bitwise-or,jsc,16384,10,578673,0.0302049,44008
math-floor,bitwise-or,jsc,32768,1,587706,0.0309765,44012
math-floor,bitwise-or,jsc,32768,2,595092,0.0308365,44236
math-floor,bitwise-or,jsc,32768,3,597350,0.0307725,44140
math-floor,bitwise-or,jsc,32768,4,592162,0.0307269,43980
math-floor,bitwise-or,jsc,32768,5,588744,0.0308567,44108
math-floor,bitwise-or,jsc,32768,6,581907,0.0306949,44140
math-floor,bitwise-or,jsc,32768,7,569151,0.0309263,44108
math-floor,bitwise-or,jsc,32768,8,592344,0.0307937,44108
math-floor,bitwise-or,jsc,32768,9,589110,0.0308908,44108
math-floor,bitwise-or,jsc,32768,10,591429,0.0309253,43980
math-floor,bitwise-or,jsc,65536,1,605589,0.031671,44064
math-floor,bitwise-or,jsc,65536,2,599486,0.0317069,44108
math-floor,bitwise-or,jsc,65536,3,613523,0.0317565,43888
math-floor,bitwise-or,jsc,65536,4,612181,0.0316273,44020
math-floor,bitwise-or,jsc,65536,5,615477,0.0317373,43912
math-floor,bitwise-or,jsc,65536,6,611998,0.0315756,44140
math-floor,bitwise-or,jsc,65536,7,613462,0.0316344,44108
math-floor,bitwise-or,jsc,65536,8,609800,0.0316291,44140
math-floor,bitwise-or,jsc,65536,9,617918,0.0316941,44268
math-floor,bitwise-or,jsc,65536,10,614500,0.0318098,44108
math-floor,bitwise-or,jsc,131072,1,628233,0.033492,44524
math-floor,bitwise-or,jsc,131072,2,627684,0.0334221,44652
math-floor,bitwise-or,jsc,131072,3,653684,0.033474,44652
math-floor,bitwise-or,jsc,131072,4,661925,0.0333263,44652
math-floor,bitwise-or,jsc,131072,5,627318,0.0333571,44780
math-floor,bitwise-or,jsc,131072,6,630309,0.0333184,44520
math-floor,bitwise-or,jsc,131072,7,649229,0.0333647,44620
math-floor,bitwise-or,jsc,131072,8,631102,0.0332795,44652
math-floor,bitwise-or,jsc,131072,9,626951,0.0333466,44580
math-floor,bitwise-or,jsc,131072,10,632384,0.0333599,44620
math-floor,bitwise-or,jsc,262144,1,703306,0.0361979,48456
math-floor,bitwise-or,jsc,262144,2,719969,0.0364695,48492
math-floor,bitwise-or,jsc,262144,3,707457,0.036342,48488
math-floor,bitwise-or,jsc,262144,4,705442,0.0363261,48492
math-floor,bitwise-or,jsc,262144,5,699278,0.0362849,48360
math-floor,bitwise-or,jsc,262144,6,720396,0.0364065,48460
math-floor,bitwise-or,jsc,262144,7,721373,0.0364946,48488
math-floor,bitwise-or,jsc,262144,8,705321,0.0364516,48492
math-floor,bitwise-or,jsc,262144,9,697752,0.0361385,48360
math-floor,bitwise-or,jsc,262144,10,718504,0.0363986,48456
math-floor,bitwise-or,jsc,524288,1,720457,0.0369178,48364
math-floor,bitwise-or,jsc,524288,2,693479,0.0366633,48492
math-floor,bitwise-or,jsc,524288,3,694944,0.0366474,48620
math-floor,bitwise-or,jsc,524288,4,712767,0.0366966,48492
math-floor,bitwise-or,jsc,524288,5,708860,0.0367544,48492
math-floor,bitwise-or,jsc,524288,6,712950,0.03694,48492
math-floor,bitwise-or,jsc,524288,7,721373,0.0366239,48324
math-floor,bitwise-or,jsc,524288,8,723326,0.0366029,48384
math-floor,bitwise-or,jsc,524288,9,717589,0.03661,48492
math-floor,bitwise-or,jsc,524288,10,710997,0.0366966,48460
math-floor,bitwise-or,jsc,1048576,1,706846,0.0373839,48392
math-floor,bitwise-or,jsc,1048576,2,743163,0.0373494,48488
math-floor,bitwise-or,jsc,1048576,3,731138,0.0376645,48364
math-floor,bitwise-or,jsc,1048576,4,719358,0.0373074,48456
math-floor,bitwise-or,jsc,1048576,5,706419,0.0373235,48460
math-floor,bitwise-or,jsc,1048576,6,718016,0.0374049,48260
math-floor,bitwise-or,jsc,1048576,7,740721,0.0375493,48364
math-floor,bitwise-or,jsc,1048576,8,732359,0.0373133,48492
math-floor,bitwise-or,jsc,1048576,9,711485,0.037502,48456
math-floor,bitwise-or,jsc,1048576,10,707823,0.0371937,48456
math-floor,bitwise-or,jsc,2097152,1,722716,0.0386179,48456
math-floor,bitwise-or,jsc,2097152,2,741514,0.0387661,48460
math-floor,bitwise-or,jsc,2097152,3,747922,0.0387476,48460
math-floor,bitwise-or,jsc,2097152,4,742857,0.0386511,48460
math-floor,bitwise-or,jsc,2097152,5,751035,0.0388255,48492
math-floor,bitwise-or,jsc,2097152,6,742430,0.0387116,48396
math-floor,bitwise-or,jsc,2097152,7,753294,0.0386184,48460
math-floor,bitwise-or,jsc,2097152,8,765257,0.0386972,48460
math-floor,bitwise-or,jsc,2097152,9,745237,0.0386112,48492
math-floor,bitwise-or,jsc,2097152,10,743346,0.0387016,48588
math-floor,bitwise-or,jsc,4194304,1,784178,0.0414723,48416
math-floor,bitwise-or,jsc,4194304,2,783812,0.0415314,48332
math-floor,bitwise-or,jsc,4194304,3,794676,0.041335,48260
math-floor,bitwise-or,jsc,4194304,4,784543,0.0410985,48448
math-floor,bitwise-or,jsc,4194304,5,790586,0.0414241,48460
math-floor,bitwise-or,jsc,4194304,6,791868,0.0414282,48620
math-floor,bitwise-or,jsc,4194304,7,811949,0.0413437,48460
math-floor,bitwise-or,jsc,4194304,8,784788,0.040887,48460
math-floor,bitwise-or,jsc,4194304,9,796385,0.0413297,48328
math-floor,bitwise-or,jsc,4194304,10,800352,0.0413763,48460
math-floor,bitwise-or,jsc,8388608,1,880796,0.046559,48460
math-floor,bitwise-or,jsc,8388608,2,885984,0.0467131,48492
math-floor,bitwise-or,jsc,8388608,3,892881,0.0466409,48456
math-floor,bitwise-or,jsc,8388608,4,878843,0.0464814,48460
math-floor,bitwise-or,jsc,8388608,5,864438,0.0459366,48456
math-floor,bitwise-or,jsc,8388608,6,875730,0.0459028,48460
math-floor,bitwise-or,jsc,8388608,7,894407,0.0468859,48460
math-floor,bitwise-or,jsc,8388608,8,878537,0.0465592,48588
math-floor,bitwise-or,jsc,8388608,9,873594,0.0459443,48492
math-floor,bitwise-or,jsc,8388608,10,880063,0.0459686,48488
math-floor,bitwise-or,jsc,16777216,1,1068662,0.0572856,48492
math-floor,bitwise-or,jsc,16777216,2,1064573,0.0568858,48460
math-floor,bitwise-or,jsc,16777216,3,1064084,0.057046,48460
math-floor,bitwise-or,jsc,16777216,4,1072201,0.0570729,48460
math-floor,bitwise-or,jsc,16777216,5,1097165,0.0570614,48460
math-floor,bitwise-or,jsc,16777216,6,1065671,0.057067,48492
math-floor,bitwise-or,jsc,16777216,7,1054746,0.0555914,48620
math-floor,bitwise-or,jsc,16777216,8,1046872,0.0558001,48460
math-floor,bitwise-or,jsc,16777216,9,1058408,0.0558564,48492
math-floor,bitwise-or,jsc,16777216,10,1075254,0.0569106,48460
math-floor,bitwise-or,jsc,33554432,1,3081536,0.166826,48964
math-floor,bitwise-or,jsc,33554432,2,3081780,0.16654,49000
math-floor,bitwise-or,jsc,33554432,3,3117729,0.167905,48840
math-floor,bitwise-or,jsc,33554432,4,3084342,0.167437,49000
math-floor,bitwise-or,jsc,33554432,5,3103386,0.167984,48872
math-floor,bitwise-or,jsc,33554432,6,3098381,0.16668,48840
math-floor,bitwise-or,jsc,33554432,7,3108451,0.167849,48968
math-floor,bitwise-or,jsc,33554432,8,3104545,0.168697,48840
math-floor,bitwise-or,jsc,33554432,9,3082878,0.167853,48964
math-floor,bitwise-or,jsc,33554432,10,3098259,0.168198,48840
math-floor,bitwise-or,jsc,67108864,1,4192860,0.23302,48696
math-floor,bitwise-or,jsc,67108864,2,4212514,0.233461,48584
math-floor,bitwise-or,jsc,67108864,3,4169728,0.233056,48708
math-floor,bitwise-or,jsc,67108864,4,4242604,0.233194,48836
math-floor,bitwise-or,jsc,67108864,5,4289112,0.2339,48484
math-floor,bitwise-or,jsc,67108864,6,4209828,0.233406,48740
math-floor,bitwise-or,jsc,67108864,7,4160573,0.232121,48740
math-floor,bitwise-or,jsc,67108864,8,4212757,0.233116,48568
math-floor,bitwise-or,jsc,67108864,9,4150441,0.232172,48608
math-floor,bitwise-or,jsc,67108864,10,4152394,0.231742,48740
math-floor,bitwise-or,jsc,134217728,1,6410139,0.363863,48736
math-floor,bitwise-or,jsc,134217728,2,6522322,0.364514,48708
math-floor,bitwise-or,jsc,134217728,3,6463424,0.364069,48868
math-floor,bitwise-or,jsc,134217728,4,6538131,0.363841,48492
math-floor,bitwise-or,jsc,134217728,5,6356185,0.363626,48708
math-floor,bitwise-or,jsc,134217728,6,6433028,0.364035,48708
math-floor,bitwise-or,jsc,134217728,7,6378280,0.362437,48484
math-floor,bitwise-or,jsc,134217728,8,6568831,0.363687,48740
math-floor,bitwise-or,jsc,134217728,9,6428939,0.364606,48740
math-floor,bitwise-or,jsc,134217728,10,6470320,0.365176,48708
math-floor,bitwise-or,jsc,268435456,1,10785373,0.625237,48740
math-floor,bitwise-or,jsc,268435456,2,11145357,0.625129,48836
math-floor,bitwise-or,jsc,268435456,3,11021945,0.6258,48868
math-floor,bitwise-or,jsc,268435456,4,10986178,0.625318,48832
math-floor,bitwise-or,jsc,268435456,5,11087496,0.625383,48708
math-floor,bitwise-or,jsc,268435456,6,10761997,0.623815,48740
math-floor,bitwise-or,jsc,268435456,7,11107210,0.628078,48868
math-floor,bitwise-or,jsc,268435456,8,11015352,0.6262,48864
math-floor,bitwise-or,jsc,268435456,9,10758457,0.624049,48960
math-floor,bitwise-or,jsc,268435456,10,10968661,0.625987,48960
math-floor,bitwise-or,jsc,536870912,1,19549450,1.14819,48868
math-floor,bitwise-or,jsc,536870912,2,20268564,1.1481,48736
math-floor,bitwise-or,jsc,536870912,3,19727611,1.1483,48836
math-floor,bitwise-or,jsc,536870912,4,19554149,1.14858,48740
math-floor,bitwise-or,jsc,536870912,5,19884898,1.14878,48836
math-floor,bitwise-or,jsc,536870912,6,19763988,1.15216,48740
math-floor,bitwise-or,jsc,536870912,7,19550243,1.14739,48832
math-floor,bitwise-or,jsc,536870912,8,20025889,1.14917,48836
math-floor,bitwise-or,jsc,536870912,9,19716564,1.14821,48836
math-floor,bitwise-or,jsc,536870912,10,20102793,1.14858,48736
math-floor,bitwise-or,jsc,1073741824,1,37083462,2.19252,48836
math-floor,bitwise-or,jsc,1073741824,2,38569420,2.19472,48864
math-floor,bitwise-or,jsc,1073741824,3,38661644,2.19405,48684
math-floor,bitwise-or,jsc,1073741824,4,38135340,2.19391,48864
math-floor,bitwise-or,jsc,1073741824,5,37459866,2.19374,48836
math-floor,bitwise-or,jsc,1073741824,6,37072476,2.19259,48836
math-floor,bitwise-or,jsc,1073741824,7,37762049,2.19436,48836
math-floor,bitwise-or,jsc,1073741824,8,38695763,2.19469,48836
math-floor,bitwise-or,jsc,1073741824,9,38061487,2.19684,48740
math-floor,bitwise-or,jsc,1073741824,10,37114895,2.19575,48836
math-floor,bitwise-or,jsc,2147483648,1,146634634,8.64236,48312
math-floor,bitwise-or,jsc,2147483648,2,147222889,8.6438,48308
math-floor,bitwise-or,jsc,2147483648,3,152915380,8.67708,48308
math-floor,bitwise-or,jsc,2147483648,4,147963610,8.63863,48180
math-floor,bitwise-or,jsc,2147483648,5,151952980,8.68333,48176
math-floor,bitwise-or,jsc,2147483648,6,153760898,8.67134,48180
math-floor,bitwise-or,jsc,2147483648,7,153819919,8.68283,48052
math-floor,bitwise-or,jsc,2147483648,8,153755832,8.683,48304
math-floor,bitwise-or,jsc,2147483648,9,152752783,8.67525,48308
math-floor,bitwise-or,jsc,2147483648,10,145577752,8.62312,48308
math-floor,double-not,jsc,1024,1,510741,0.0270804,39276
math-floor,double-not,jsc,1024,2,510496,0.0268652,39404
math-floor,double-not,jsc,1024,3,516050,0.0269481,39372
math-floor,double-not,jsc,1024,4,510192,0.0270323,39276
math-floor,double-not,jsc,1024,5,510619,0.0270602,39372
math-floor,double-not,jsc,1024,6,508483,0.0269821,39276
math-floor,double-not,jsc,1024,7,506896,0.0270766,39404
math-floor,double-not,jsc,1024,8,503905,0.0271913,39276
math-floor,double-not,jsc,1024,9,501402,0.0270292,39244
math-floor,double-not,jsc,1024,10,508300,0.0270756,39276
math-floor,double-not,jsc,2048,1,505675,0.0274191,39884
math-floor,double-not,jsc,2048,2,510497,0.0271355,39880
math-floor,double-not,jsc,2048,3,507445,0.0273147,39788
math-floor,double-not,jsc,2048,4,502745,0.0272512,39880
math-floor,double-not,jsc,2048,5,525328,0.0274506,39916
math-floor,double-not,jsc,2048,6,523986,0.0274941,39912
math-floor,double-not,jsc,2048,7,507139,0.0272896,39916
math-floor,double-not,jsc,2048,8,513549,0.0274015,39884
math-floor,double-not,jsc,2048,9,502318,0.0273925,39916
math-floor,double-not,jsc,2048,10,517821,0.0274161,39916
math-floor,double-not,jsc,4096,1,533751,0.0276326,39916
math-floor,double-not,jsc,4096,2,512633,0.0275717,39884
math-floor,double-not,jsc,4096,3,509337,0.0276122,39884
math-floor,double-not,jsc,4096,4,507384,0.0276905,39884
math-floor,double-not,jsc,4096,5,518431,0.0274847,40044
math-floor,double-not,jsc,4096,6,510863,0.0278272,40012
math-floor,double-not,jsc,4096,7,522460,0.0278072,39912
math-floor,double-not,jsc,4096,8,524901,0.0276951,39916
math-floor,double-not,jsc,4096,9,524352,0.0276188,40044
math-floor,double-not,jsc,4096,10,534972,0.0277829,40012
math-floor,double-not,jsc,8192,1,523070,0.0284383,39884
math-floor,double-not,jsc,8192,2,546935,0.0283436,40012
math-floor,double-not,jsc,8192,3,528136,0.028149,40044
math-floor,double-not,jsc,8192,4,528868,0.0283799,39704
math-floor,double-not,jsc,8192,5,542235,0.028447,40044
math-floor,double-not,jsc,8192,6,532835,0.0281756,40044
math-floor,double-not,jsc,8192,7,526305,0.0282655,39912
math-floor,double-not,jsc,8192,8,546202,0.0282514,40012
math-floor,double-not,jsc,8192,9,522460,0.0282614,39916
math-floor,double-not,jsc,8192,10,531248,0.0283264,40012
math-floor,double-not,jsc,16384,1,549315,0.0298173,43084
math-floor,double-not,jsc,16384,2,561522,0.0298043,43244
math-floor,double-not,jsc,16384,3,572386,0.0297339,43016
math-floor,double-not,jsc,16384,4,575560,0.0297733,43116
math-floor,double-not,jsc,16384,5,572447,0.0297754,43080
math-floor,double-not,jsc,16384,6,576353,0.0296504,42956
math-floor,double-not,jsc,16384,7,572021,0.0299538,43212
math-floor,double-not,jsc,16384,8,554625,0.0297293,42992
math-floor,double-not,jsc,16384,9,572752,0.0298419,42984
math-floor,double-not,jsc,16384,10,565428,0.029803,43116
math-floor,double-not,jsc,32768,1,562864,0.0307146,44140
math-floor,double-not,jsc,32768,2,578307,0.0306877,44140
math-floor,double-not,jsc,32768,3,583006,0.0305864,44012
math-floor,double-not,jsc,32768,4,572996,0.0305569,44236
math-floor,double-not,jsc,32768,5,580260,0.0307264,44136
math-floor,double-not,jsc,32768,6,581114,0.030763,44108
math-floor,double-not,jsc,32768,7,588622,0.0307279,44140
math-floor,double-not,jsc,32768,8,581114,0.0306542,44108
math-floor,double-not,jsc,32768,9,587767,0.0305444,44136
math-floor,double-not,jsc,32768,10,585203,0.0305915,44108
math-floor,double-not,jsc,65536,1,602904,0.0314724,44140
math-floor,double-not,jsc,65536,2,602843,0.0315407,44008
math-floor,double-not,jsc,65536,3,588683,0.0313247,44136
math-floor,double-not,jsc,65536,4,584288,0.0315459,43980
math-floor,double-not,jsc,65536,5,590391,0.0314678,44108
math-floor,double-not,jsc,65536,6,600951,0.031372,44108
math-floor,double-not,jsc,65536,7,604246,0.0315451,44136
math-floor,double-not,jsc,65536,8,583251,0.0314499,44108
math-floor,double-not,jsc,65536,9,590697,0.0313723,44140
math-floor,double-not,jsc,65536,10,591674,0.0314153,44108
math-floor,double-not,jsc,131072,1,627867,0.0333061,44620
math-floor,double-not,jsc,131072,2,644896,0.0336356,44648
math-floor,double-not,jsc,131072,3,652220,0.0335496,44652
math-floor,double-not,jsc,131072,4,645750,0.0335844,44620
math-floor,double-not,jsc,131072,5,625731,0.0332444,44620
math-floor,double-not,jsc,131072,6,636473,0.0332401,44620
math-floor,double-not,jsc,131072,7,638304,0.0334597,44616
math-floor,double-not,jsc,131072,8,631346,0.0332892,44524
math-floor,double-not,jsc,131072,9,628416,0.0333304,44620
math-floor,double-not,jsc,131072,10,625609,0.0335368,44652
math-floor,double-not,jsc,262144,1,697447,0.0363482,48492
math-floor,double-not,jsc,262144,2,703917,0.0365028,48488
